date,hi1_open,hi1_high,hi1_low,hi1_close,hi1_volume_max,hi1_volume_min
20171025,28256.0,28363.0,28030.0,28071.0,1138.0,1.0
20171026,28120.0,28369.0,28077.0,28337.0,1315.0,1.0
20171027,28320.0,28531.0,28286.0,28527.0,1192.0,1.0
20171030,28555.0,28628.0,28189.0,28202.0,1806.0,1.0
20171031,28217.0,28344.0,28160.0,28257.0,1311.0,1.0
20171101,28349.0,28657.0,28280.0,28569.0,2095.0,1.0
20171102,28531.0,28613.0,28444.0,28488.0,1694.0,1.0
20171103,28580.0,28612.0,28484.0,28506.0,1914.0,1.0
20171106,28565.0,28645.0,28087.0,28625.0,3135.0,1.0
20171107,28680.0,29025.0,28661.0,28894.0,2770.0,1.0
20171108,28859.0,29129.0,28859.0,28900.0,1855.0,1.0
20171109,28954.0,29170.0,28947.0,29001.0,1769.0,2.0
20171110,29036.0,29179.0,28988.0,29053.0,1833.0,1.0
20171113,29021.0,29227.0,28984.0,29137.0,1569.0,1.0
20171114,29224.0,29275.0,29102.0,29132.0,1811.0,1.0
20171115,29074.0,29077.0,28862.0,28981.0,2379.0,2.0
20171116,28925.0,29218.0,28889.0,29214.0,1481.0,1.0
20171117,29234.0,29310.0,29118.0,29149.0,1701.0,1.0
20171120,29150.0,29286.0,29061.0,29286.0,1365.0,1.0
20171121,29350.0,31341.0,29284.0,30090.0,1806.0,1.0
20171122,30022.0,30208.0,29932.0,30063.0,1904.0,1.0
20171123,30050.0,30168.0,29607.0,29868.0,1665.0,1.0
20171124,29889.0,30045.0,29737.0,30026.0,1737.0,1.0
20171127,29913.0,29955.0,29641.0,29792.0,1837.0,1.0
20171128,29686.0,29742.0,29373.0,29691.0,1595.0,1.0
20171129,29864.0,29880.0,29505.0,29513.0,3780.0,1.0
20171130,29473.0,29478.0,29139.0,29407.0,2807.0,2.0
20171201,29330.0,29384.0,28906.0,29098.0,2782.0,2.0
20171204,29150.0,29354.0,28828.0,29052.0,2341.0,1.0
20171205,28900.0,29169.0,28785.0,28992.0,1899.0,3.0
20171206,28896.0,28975.0,28167.0,28296.0,3130.0,2.0
20171207,28400.0,28479.0,28149.0,28385.0,1849.0,3.0
20171208,28428.0,28720.0,28330.0,28642.0,2158.0,1.0
20171211,28602.0,28981.0,28587.0,28932.0,1795.0,1.0
20171212,28953.0,29048.0,28739.0,28749.0,1557.0,1.0
20171213,28816.0,29327.0,28735.0,29324.0,2050.0,1.0
20171214,29321.0,29439.0,29045.0,29158.0,1923.0,2.0
20171215,29030.0,29050.0,28721.0,28849.0,1733.0,4.0
20171218,28993.0,29235.0,28832.0,29232.0,1829.0,1.0
20171219,29176.0,29381.0,29124.0,29143.0,1467.0,1.0
20171220,29140.0,29339.0,29129.0,29208.0,1542.0,1.0
20171221,29238.0,29525.0,29133.0,29497.0,1429.0,1.0
20171222,29522.0,29638.0,29420.0,29614.0,1986.0,1.0
20171227,29670.0,29729.0,29542.0,29658.0,1333.0,1.0
20171228,29758.0,29962.0,29730.0,29913.0,974.0,1.0
20171229,29915.0,30027.0,29871.0,29972.0,1562.0,1.0
20180102,30020.0,30594.0,30003.0,30572.0,2078.0,1.0
20180103,30590.0,30750.0,30512.0,30702.0,1702.0,1.0
20180104,30740.0,30893.0,30591.0,30888.0,1481.0,1.0
20180105,30890.0,30912.0,30693.0,30873.0,1858.0,1.0
20180108,30940.0,30950.0,30711.0,30890.0,1783.0,1.0
20180109,30950.0,31058.0,30836.0,30997.0,1989.0,1.0
20180110,31005.0,31300.0,30952.0,31051.0,1793.0,2.0
20180111,31052.0,31184.0,30981.0,31183.0,1643.0,1.0
20180112,31234.0,31547.0,31195.0,31545.0,2141.0,1.0
20180115,31647.0,31721.0,31278.0,31361.0,2146.0,1.0
20180116,31406.0,32015.0,31376.0,31953.0,1453.0,2.0
20180117,31706.0,32080.0,31673.0,32076.0,1700.0,3.0
20180118,32193.0,32202.0,31837.0,32037.0,1750.0,2.0
20180119,32085.0,32314.0,31989.0,32271.0,1631.0,1.0
20180122,32338.0,32465.0,32011.0,32438.0,2123.0,1.0
20180123,32553.0,32930.0,32518.0,32916.0,2195.0,3.0
20180124,32837.0,33096.0,32733.0,33057.0,1881.0,1.0
20180125,32904.0,33016.0,32612.0,32689.0,1895.0,5.0
20180126,32857.0,33257.0,32800.0,33225.0,1909.0,1.0
20180129,33334.0,33516.0,32759.0,32827.0,1927.0,1.0
20180130,32750.0,32972.0,32333.0,32390.0,2030.0,1.0
20180131,32421.0,32991.0,32293.0,32825.0,1911.0,3.0
20180201,32826.0,32978.0,32426.0,32490.0,1793.0,1.0
20180202,32571.0,32743.0,32070.0,32165.0,2480.0,4.0
20180205,31686.0,32327.0,31635.0,32077.0,1901.0,9.0
20180206,30880.0,31212.0,30405.0,30832.0,2782.0,5.0
20180207,31210.0,31377.0,30067.0,30702.0,2977.0,9.0
20180208,30450.0,30661.0,30000.0,30043.0,1595.0,6.0
20180209,29532.0,29638.0,29008.0,29161.0,2073.0,9.0
20180212,29603.0,29709.0,29341.0,29468.0,1443.0,5.0
20180213,29678.0,30089.0,29517.0,29810.0,2809.0,1.0
20180214,29890.0,30585.0,29851.0,30419.0,1576.0,4.0
20180215,30650.0,31036.0,30648.0,30965.0,1217.0,27.0
20180220,31187.0,31279.0,30607.0,30781.0,1793.0,1.0
20180221,30894.0,31489.0,30813.0,31465.0,819.0,1.0
20180222,31250.0,31250.0,30887.0,31181.0,1718.0,2.0
20180223,31216.0,31371.0,31113.0,31224.0,951.0,1.0
20180226,31410.0,31603.0,31275.0,31516.0,909.0,1.0
20180227,31772.0,31786.0,31102.0,31181.0,1350.0,1.0
20180228,31108.0,31126.0,30662.0,30694.0,1753.0,3.0
20180301,30510.0,31083.0,30357.0,30843.0,1952.0,1.0
20180302,30554.0,30641.0,29995.0,30091.0,1880.0,7.0
20180305,30390.0,30675.0,29790.0,30139.0,2423.0,6.0
20180306,30391.0,30658.0,30116.0,30483.0,1372.0,1.0
20180307,30150.0,30633.0,30060.0,30415.0,1429.0,2.0
20180308,30470.0,30828.0,30404.0,30661.0,1227.0,1.0
20180309,30840.0,31232.0,30817.0,31209.0,1396.0,1.0
20180312,31452.0,31640.0,31348.0,31498.0,1632.0,4.0
20180313,31550.0,31714.0,31412.0,31434.0,1424.0,1.0
20180314,31280.0,31580.0,31112.0,31160.0,1615.0,3.0
20180315,31140.0,31654.0,31051.0,31548.0,1740.0,2.0
20180316,31405.0,31577.0,31268.0,31482.0,1644.0,1.0
20180319,31400.0,31677.0,31181.0,31208.0,1784.0,2.0
20180320,31300.0,31686.0,31148.0,31621.0,2132.0,12.0
20180321,31700.0,32005.0,31198.0,31403.0,2441.0,7.0
20180322,31580.0,31704.0,30257.0,30321.0,1703.0,2.0
20180323,30043.0,30331.0,29856.0,30033.0,2164.0,15.0
20180326,29955.0,30623.0,29938.0,30401.0,1483.0,4.0
20180327,30905.0,30949.0,30604.0,30828.0,1572.0,1.0
20180328,30402.0,30597.0,29811.0,30010.0,1621.0,1.0
20180329,30195.0,30318.0,29752.0,30242.0,2168.0,2.0
20180403,29865.0,30295.0,29750.0,30118.0,1599.0,8.0
20180404,30130.0,30315.0,29147.0,29774.0,1929.0,12.0
20180406,29800.0,30158.0,29562.0,29926.0,1788.0,4.0
20180409,30000.0,30580.0,29912.0,30354.0,2330.0,9.0
20180410,30164.0,30816.0,30136.0,30718.0,1402.0,8.0
20180411,30761.0,31000.0,30686.0,30973.0,1691.0,6.0
20180412,31087.0,31151.0,30605.0,30989.0,2811.0,6.0
20180413,31028.0,31055.0,30669.0,30766.0,1330.0,1.0
20180416,30997.0,31000.0,30158.0,30317.0,2045.0,2.0
20180417,30349.0,30527.0,29992.0,30385.0,2220.0,5.0
20180418,30499.0,30509.0,29955.0,30383.0,2363.0,4.0
20180419,30495.0,30791.0,30447.0,30553.0,2118.0,7.0
20180420,30590.0,30879.0,30185.0,30292.0,2213.0,1.0
20180423,30360.0,30502.0,30145.0,30356.0,2251.0,5.0
20180424,30352.0,30782.0,30265.0,30624.0,2246.0,7.0
20180425,30478.0,30517.0,30093.0,30195.0,2252.0,9.0
20180426,30332.0,30455.0,29837.0,30171.0,2089.0,1.0
20180427,30120.0,30151.0,29860.0,30112.0,2405.0,1.0
20180430,30245.0,30724.0,30230.0,30526.0,3620.0,1.0
20180502,30500.0,30659.0,30300.0,30308.0,2147.0,5.0
20180503,30305.0,30327.0,29687.0,29787.0,3121.0,2.0
20180504,30032.0,30169.0,29575.0,29938.0,2620.0,1.0
20180507,29999.0,30046.0,29580.0,29844.0,2644.0,2.0
20180508,29810.0,30265.0,29801.0,30094.0,2705.0,3.0
20180509,30218.0,30462.0,30145.0,30372.0,2881.0,4.0
20180510,30485.0,30929.0,30468.0,30904.0,2511.0,2.0
20180511,30970.0,31198.0,30869.0,31110.0,2910.0,1.0
20180514,31300.0,31499.0,31260.0,31454.0,3059.0,2.0
20180515,31430.0,31440.0,30715.0,30799.0,2791.0,1.0
20180516,30888.0,31156.0,30641.0,31122.0,2689.0,3.0
20180517,31224.0,31320.0,30817.0,30928.0,3240.0,1.0
20180518,30890.0,31077.0,30747.0,30813.0,2313.0,2.0
20180521,31130.0,31407.0,31089.0,31201.0,2385.0,2.0
20180523,31130.0,31140.0,30485.0,30628.0,2791.0,8.0
20180524,30641.0,30768.0,30376.0,30556.0,2553.0,1.0
20180525,30650.0,30762.0,30485.0,30591.0,2911.0,1.0
20180528,30730.0,30858.0,30518.0,30760.0,2156.0,6.0
20180529,30644.0,30711.0,30251.0,30254.0,1668.0,1.0
20180530,30055.0,30124.0,29794.0,30110.0,2617.0,3.0
20180531,30095.0,30513.0,29977.0,30352.0,2627.0,12.0
20180601,30390.0,30563.0,30258.0,30540.0,2687.0,3.0
20180604,30600.0,30974.0,30596.0,30877.0,2198.0,1.0
20180605,30913.0,31163.0,30812.0,30974.0,2171.0,1.0
20180606,31036.0,31283.0,31030.0,31276.0,1954.0,1.0
20180607,31410.0,31544.0,31318.0,31432.0,3440.0,1.0
20180608,31388.0,31405.0,30798.0,30964.0,1765.0,7.0
20180611,31015.0,31120.0,30834.0,31054.0,2560.0,2.0
20180612,30979.0,31237.0,30873.0,30967.0,2756.0,4.0
20180613,30980.0,31003.0,30637.0,30780.0,2336.0,1.0
20180614,30604.0,30740.0,30270.0,30487.0,2150.0,6.0
20180615,30420.0,30486.0,30024.0,30063.0,1740.0,4.0
20180619,29882.0,29927.0,29267.0,29512.0,2865.0,10.0
20180620,29478.0,29969.0,29343.0,29625.0,3149.0,1.0
20180621,29720.0,29860.0,29013.0,29094.0,2203.0,11.0
20180622,29043.0,29437.0,29043.0,29357.0,2306.0,3.0
20180625,29417.0,29453.0,28715.0,28721.0,2435.0,4.0
20180626,28899.0,29033.0,28476.0,28915.0,2168.0,7.0
20180627,28999.0,29047.0,28275.0,28553.0,1455.0,1.0
20180628,28200.0,28389.0,27964.0,28278.0,1887.0,7.0
20180629,28263.0,28765.0,28249.0,28646.0,1929.0,5.0
20180703,28388.0,28487.0,27775.0,28360.0,3168.0,2.0
20180704,28220.0,28446.0,27928.0,28009.0,2168.0,1.0
20180705,28041.0,28340.0,27720.0,28146.0,3265.0,9.0
20180706,28200.0,28493.0,27820.0,28406.0,2456.0,5.0
20180709,28665.0,28856.0,28533.0,28842.0,2398.0,1.0
20180710,28950.0,29013.0,28560.0,28671.0,2185.0,1.0
20180711,28080.0,28365.0,27892.0,28215.0,2540.0,6.0
20180712,28308.0,28632.0,28162.0,28577.0,1965.0,3.0
20180713,28742.0,28769.0,28312.0,28560.0,1660.0,4.0
20180716,28623.0,28702.0,28300.0,28431.0,2347.0,2.0
20180717,28387.0,28474.0,28106.0,28292.0,2947.0,5.0
20180718,28410.0,28410.0,28012.0,28175.0,2179.0,2.0
20180719,28240.0,28315.0,27845.0,27958.0,2116.0,6.0
20180720,28040.0,28340.0,27732.0,28284.0,2156.0,5.0
20180723,28186.0,28382.0,28061.0,28259.0,2291.0,3.0
20180724,28298.0,28944.0,28213.0,28901.0,2970.0,6.0
20180725,28820.0,28973.0,28747.0,28970.0,1877.0,2.0
20180726,29040.0,29113.0,28616.0,28777.0,2330.0,2.0
20180727,28750.0,28836.0,28587.0,28786.0,1401.0,1.0
20180730,28580.0,28821.0,28517.0,28684.0,1821.0,1.0
20180731,28639.0,28689.0,28423.0,28682.0,1733.0,4.0
20180801,28666.0,28720.0,28163.0,28184.0,2311.0,3.0
20180802,28200.0,28200.0,27444.0,27682.0,2599.0,7.0
20180803,27743.0,27942.0,27526.0,27792.0,1898.0,5.0
20180806,27830.0,28016.0,27631.0,27788.0,2263.0,1.0
20180807,27807.0,28343.0,27771.0,28312.0,1869.0,2.0
20180808,28290.0,28374.0,28060.0,28173.0,2304.0,1.0
20180809,28147.0,28659.0,28082.0,28568.0,2595.0,5.0
20180810,28489.0,28580.0,27977.0,28058.0,1711.0,4.0
20180813,27823.0,28024.0,27704.0,27809.0,2232.0,4.0
20180814,27908.0,27908.0,27444.0,27678.0,2292.0,5.0
20180815,27662.0,27678.0,26642.0,26786.0,2283.0,11.0
20180816,26800.0,27366.0,26790.0,27251.0,3160.0,4.0
20180817,27210.0,27332.0,26875.0,27128.0,1671.0,8.0
20180820,27204.0,27555.0,27139.0,27455.0,2609.0,1.0
20180821,27440.0,27740.0,27440.0,27724.0,2283.0,1.0
20180822,27710.0,27979.0,27498.0,27959.0,2697.0,2.0
20180823,27916.0,27982.0,27490.0,27547.0,1962.0,2.0
20180824,27546.0,27887.0,27447.0,27875.0,2112.0,1.0
20180827,27931.0,28517.0,27899.0,28452.0,3132.0,2.0
20180828,28460.0,28549.0,28201.0,28212.0,1899.0,1.0
